Variable,A,A,A,A,B,B,B,B,C,C,C,C
5706,0.0,0.4505728536893289,0.0,0.5494271463106709,0.0,0.0,0.7644330302801631,0.2355669697198369,0.1744706842182286,0.5491648208934877,0.2763644948882837,0.0
5707,0.8368735838306248,0.0,0.0,0.16312641616937507,0.041468069111195605,0.6447613489943052,0.0,0.3137705818944992,0.0,0.23983582044447238,0.5540885992120756,0.206075580343452
5708,0.8243128204283081,0.0,0.17568717957169194,0.0,0.0776397982414537,0.16938212572753042,0.3256893640516062,0.42728871197940954,0.0,0.16320279015867675,0.14789044518013683,0.6889067646611864
5709,0.445871074285024,0.24193159404035874,0.0,0.31219733167461733,0.3336539014940495,0.36481447935266187,0.04914320769977574,0.252388411453513,0.1946751064176027,0.44462208085863925,0.2300214803346002,0.1306813323891579
5710,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40269711699811506,0.5973028830018848
5711,0.8651752541632364,0.0,0.0,0.13482474583676354,0.0,0.5532944739779575,0.4467055260220425,0.0,0.0683829440539458,0.0,0.9316170559460542,0.0
5712,0.20235653226962114,0.2658811559101263,0.2658811559101263,0.2658811559101263,0.0,0.21748949071917412,0.6065883573543623,0.17592215192646352,0.8907107435390879,0.0610833494270222,0.0,0.048205907033889876
5713,0.9197842762481068,0.022230132553973474,0.05798559119791978,0.0,0.0,0.5300952132725545,0.4699047867274454,0.0,0.25,0.25,0.25,0.25
5714,0.5781800329821405,0.42181996701785945,0.0,0.0,0.27420219467008516,0.0,0.06109786014649547,0.6646999451834193,0.0,0.0,0.9084632967538357,0.09153670324616431
5715,0.0,0.0,0.5086863097498717,0.4913136902501283,0.0,1.0,0.0,0.0,0.0,0.7715036992330816,0.0,0.22849630076691838
5716,0.2542480815892282,0.49453433901391997,0.0,0.25121757939685174,0.0,1.0,0.0,0.0,0.0,0.13184726293307245,0.6496772647028867,0.21847547236404094
5717,0.3864344374839774,0.3344003499541516,0.0,0.2791652125618711,0.30594025483372483,0.09220065041264264,0.07819507964582677,0.5236640151078057,0.1426034854769383,0.08706885986250124,0.0,0.7703276546605604
5718,0.0,0.798327979883626,0.0,0.201672020116374,0.16040808077326865,0.8395919192267314,0.0,0.0,0.25,0.25,0.25,0.25
5719,0.0,0.15830874535993916,0.6669575915896032,0.1747336630504576,0.18447382508918145,0.8155261749108185,0.0,0.0,0.0,0.0,1.0,0.0
5720,0.5088284174169266,0.1875184185010064,0.30365316408206694,0.0,0.0,1.0,0.0,0.0,0.3755439193705949,0.6118586043544535,0.0,0.012597476274951622
5721,0.241421216069649,0.5467533585183075,0.21182542541204338,0.0,0.021130578930706183,0.9788694210692939,0.0,0.0,0.5629302857656299,0.0,0.29296998451940603,0.144099729714964
5722,0.3136001166688389,0.23769467491688284,0.24631964403347992,0.20238556438079833,0.2481191557165905,0.48069593751530865,0.0,0.2711849067681008,1.0,0.0,0.0,0.0
5723,0.38713770005178677,0.6071082342360795,0.0,0.00575406571213375,0.1147397353633609,0.5129902316577742,0.07365282671457948,0.2986172062642855,0.8357406031256428,0.16425939687435728,0.0,0.0
5724,0.7964843565196008,0.1083080230340792,0.0952076204463199,0.0,0.0,0.08068227670385011,0.4596588616480749,0.4596588616480749,0.32968692408438854,0.1724127699194903,0.4209778275283398,0.07692247846778147
5725,1.0,0.0,0.0,0.0,0.39105436055527176,0.23163682285219922,0.3773088165925291,0.0,0.0,1.0,0.0,0.0
5726,1.0,0.0,0.0,0.0,0.18731731492531564,0.49572990886264695,0.19360899003574275,0.1233437861762947,0.0,0.15336171054702108,0.7516735009712985,0.09496478848168043
5727,0.0,0.8815629768224762,0.0,0.11843702317752382,0.2044195705663208,0.15630166179401667,0.0,0.6392787676396625,0.0,0.38244888756289946,0.1831660688307479,0.4343850436063526
5728,0.8328858006700991,0.1671141993299009,0.0,0.0,0.16508279448059052,0.0,0.0,0.8349172055194094,0.25,0.25,0.25,0.25
5729,0.2495361257052828,0.7504638742947173,0.0,0.0,0.08793928039658283,0.04132593076880018,0.8707347888346171,0.0,0.2576612590469738,0.0,0.7423387409530261,0.0
5730,0.46366114789149754,0.5287853300848814,0.0075535220236210695,0.0,0.0,0.16297104987655228,0.8370289501234478,0.0,0.5653192931145846,0.0,0.4346807068854154,0.0
5731,0.49487404431403903,0.010251911371921904,0.0,0.49487404431403903,0.0,0.21876205289833178,0.3344040925815521,0.44683385452011615,0.0,0.2747793300157886,0.7252206699842115,0.0
5732,0.8097725370572545,0.04100533283979936,0.1492221301029462,0.0,0.9145161222908149,0.08548387770918507,0.0,0.0,0.04617549566793681,0.38192694439901315,0.41427378305599943,0.1576237768770505
5733,0.0,0.0,0.23038510731244033,0.7696148926875596,0.11861443783280254,0.0,0.4406927810835987,0.4406927810835987,0.42868751492858426,0.0,0.0,0.5713124850714159
5734,0.0,0.8632230769257038,0.13677692307429634,0.0,0.18927956166506135,0.6241646371297369,0.18655580120520182,0.0,0.5169695312830477,0.10911942168505964,0.2775763265548253,0.09633472047706745
5735,0.24848300298337325,0.4415812964385907,0.0,0.30993570057803616,0.0,0.2920509727422555,0.0,0.7079490272577446,0.4106142677599443,0.0,0.05676522945264434,0.5326205027874115
5736,0.25320263339586174,0.12354953269037632,0.32995124268338166,0.29329659123038027,0.18483488607614434,0.8151651139238556,0.0,0.0,0.25,0.25,0.25,0.25
5737,0.0,0.10224016376189397,0.0,0.8977598362381061,0.25,0.25,0.25,0.25,0.007024309928791487,0.0,0.07234774264134533,0.9206279474298632
5738,0.25,0.25,0.25,0.25,0.0,0.5120603757262676,0.0,0.4879396242737323,0.08188263801894183,0.0,0.4590586809905291,0.4590586809905291
5739,0.10326637619392981,0.028069058626373822,0.341336848806257,0.5273277163734393,0.3168855281742118,0.5210671216482347,0.0,0.16204735017755353,0.28220919168662595,0.0,0.2653603643363772,0.45243044397699683
5740,0.5061743254430512,0.38801820008952276,0.0,0.10580747446742596,0.0,0.5911965626208842,0.0,0.40880343737911584,0.764491594327752,0.1483294219379509,0.0,0.08717898373429703
5741,0.25,0.25,0.25,0.25,0.904719809847503,0.0,0.0,0.09528019015249702,0.2770267415764611,0.0,0.1915042308799145,0.5314690275436244
5742,0.0,0.0,0.3964356835705693,0.6035643164294306,0.1764710649819644,0.2576310379400753,0.14393277329051463,0.42196512378744566,0.38037664128524606,0.013140428629064812,0.10928447954861621,0.49719845053707296
5743,0.6520924637992128,0.0,0.1954474764002241,0.15246005980056315,0.7054657004347858,0.29453429956521415,0.0,0.0,0.0,0.42054953706807124,0.0,0.5794504629319288
5744,0.7357115750407599,0.0,0.13932087916035807,0.12496754579888204,0.3303246635740452,0.0,0.0,0.6696753364259549,0.7048519040077244,0.0,0.2951480959922757,0.0
5745,0.2662088837733874,0.22870718313634278,0.5050839330902698,0.0,0.0,0.0,0.9422062835632263,0.05779371643677373,0.0,0.09343811467148734,0.9065618853285128,0.0
5746,0.25,0.25,0.25,0.25,0.14777280467532575,0.3543601147508074,0.45300540346329216,0.044861677110574774,0.0,0.7550604641867491,0.24493953581325092,0.0
5747,0.25,0.25,0.25,0.25,0.16460582158309642,0.4895880700838096,0.2321583864016262,0.1136477219314678,0.0,0.39048518671842175,0.48097389818782793,0.1285409150937503
5748,0.5350684073831798,0.10297482036049628,0.3244223018578626,0.03753447039846131,0.25,0.25,0.25,0.25,0.019604729502495213,0.0,0.5261959822688831,0.45419928822862154
5749,0.5511363210327878,0.0,0.07282537377345781,0.3760383051937544,0.4425678898418649,0.11486422031627021,0.0,0.4425678898418649,0.5620030026356505,0.3638936098926936,0.0,0.07410338747165586
5750,0.8722863996002763,0.0,0.12771360039972363,0.0,0.0,0.6763126363457047,0.0,0.3236873636542953,0.0,0.4541288502773781,0.0,0.545871149722622
5751,0.0,1.0,0.0,0.0,0.0,0.0,0.9042661239243005,0.09573387607569955,0.30485980086026754,0.12933270119812823,0.29679656924304715,0.26901092869855703
5752,0.28294729754489023,0.0,0.37559458785540084,0.341458114599709,0.3772691175821545,0.19179916666520383,0.33887461641953326,0.09205709933310845,0.0,0.7765811562805714,0.22341884371942855,0.0
5753,0.13070771187127966,0.5285861350682761,0.3407061530604442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5754,0.16562917167297575,0.8343708283270242,0.0,0.0,0.0,0.7185240933412674,0.09421514238486402,0.18726076427386845,0.0,0.0,0.70390262074872,0.29609737925127994
5755,0.0,0.0,0.6232056667106946,0.37679433328930545,0.367549350942231,0.0,0.28507472276067825,0.3473759262970908,0.0,0.0,0.7800006316938358,0.2199993683061641
5756,0.5969363854922343,0.21165574960929712,0.08404207590418468,0.10736578899428391,0.534607466558336,0.0,0.0,0.46539253344166387,0.282619467466312,0.22292333935552963,0.49445719317815845,0.0
5757,0.21683327169988248,0.6436432138758333,0.0,0.13952351442428415,0.0,0.8905132045616665,0.0,0.10948679543833358,0.8664362973989636,0.1335637026010365,0.0,0.0
5758,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0,0.35581581544512025,0.0,0.6441841845548797,0.0
5759,0.7651212006608854,0.19339411020413555,0.0,0.04148468913497886,0.3581031388736001,0.0,0.5328892950774404,0.10900756604895942,1.0,0.0,0.0,0.0
5760,0.7571178088111211,0.2316789559093316,0.011203235279547278,0.0,1.0,0.0,0.0,0.0,0.3782977190612195,0.6217022809387804,0.0,0.0
5761,0.25,0.25,0.25,0.25,0.6425816153908408,0.07394920274273094,0.28346918186642817,0.0,0.0,1.0,0.0,0.0
5762,0.5541254898104555,0.0,0.0,0.4458745101895445,0.5984518421592867,0.03348452060390678,0.3680636372368064,0.0,0.42839463289425733,0.25232008637785647,0.3192852807278862,0.0
5763,0.2121898236478555,0.24573277768762825,0.0,0.5420773986645163,0.0,0.0,1.0,0.0,0.14129618253463375,0.0,0.5706524345817231,0.2880513828836431
5764,0.10842216587128074,0.0,0.8915778341287193,0.0,0.25,0.25,0.25,0.25,0.3198347163828505,0.0,0.6801652836171496,0.0
5765,0.44501403228621667,0.07717752650776702,0.1144656577688991,0.36334278343711723,0.4424789904415483,0.0,0.4836365807543096,0.07388442880414202,0.2230619047669341,0.5271580421013976,0.02007089603548805,0.22970915709618017
5766,0.09752118214919936,0.9024788178508006,0.0,0.0,0.0,0.0,0.2924114316850792,0.7075885683149208,0.0,0.0,1.0,0.0
5767,0.0,0.15089290225297103,0.0576141637635707,0.7914929339834583,0.02448404311579852,0.161399238168376,0.34301526656780457,0.47110145214802096,0.0,0.0,0.3521302682084548,0.6478697317915452
5768,0.0,0.6121468648260917,0.38785313517390835,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
5769,0.44317836076379186,0.25503527723639485,0.0,0.3017863619998134,0.9939597153934214,0.006040284606578615,0.0,0.0,0.9767834753003117,0.0,0.023216524699688268,0.0
5770,0.43795426350296646,0.15340001369484388,0.4086457228021896,0.0,0.2426719814655958,0.49297524595202336,0.014930495351323686,0.24942227723105728,0.0,0.623807719641892,0.0,0.376192280358108
5771,0.4863989005998618,0.2648751202495871,0.09409150831625221,0.15463447083429888,0.0,0.0,0.4596877233213745,0.5403122766786255,0.0,0.2725618444818197,0.0,0.7274381555181803
5772,0.0,0.46751244838129313,0.1499238225921427,0.38256372902656405,0.4255535305497118,0.0,0.0,0.5744464694502881,0.25,0.25,0.25,0.25
5773,1.0,0.0,0.0,0.0,0.8383354785103895,0.012323132203311934,0.0050369890595177574,0.14430440022678082,0.20641054988062638,0.441224888476967,0.35236456164240665,0.0
5774,0.0,0.5030426630798602,0.0,0.4969573369201398,0.0,0.0,1.0,0.0,0.5343906906722881,0.2553474234323365,0.1842729635353535,0.02598892236002199
5775,0.0,0.6659995213248163,0.16634159532776802,0.16765888334741563,0.5673606145717478,0.0,0.0,0.4326393854282521,0.18232479054500828,0.0,0.7397155261323674,0.07795968332262439
5776,0.0,1.0,0.0,0.0,0.5224307017076395,0.4775692982923605,0.0,0.0,0.1130848518036434,0.32607343495787894,0.0,0.5608417132384776
5777,0.0,0.04656097841944816,0.9534390215805518,0.0,0.25,0.25,0.25,0.25,0.0,0.010789116352154156,0.9892108836478458,0.0
5778,0.15573473640385369,0.8344865291077851,0.0,0.009778734488361258,0.5941977830728566,0.0,0.0,0.4058022169271434,0.11257326992457828,0.0,0.5433614339559192,0.34406529611950265
5779,0.2689274853743697,0.0,0.34364108505345614,0.3874314295721742,0.0,0.37344570955861994,0.06933770608502922,0.5572165843563508,0.0,0.4182020165610872,0.0,0.5817979834389129
5780,0.0,1.0,0.0,0.0,0.0,0.2888268814411662,0.7111731185588338,0.0,0.1861011632943751,0.0,0.12221089861323362,0.6916879380923914
5781,0.44418775592097365,0.2380704691766635,0.31774177490236305,0.0,0.0,0.3107993302712261,0.0,0.6892006697287739,0.25,0.25,0.25,0.25
5782,0.06327723563073473,0.8347281100047761,0.0,0.10199465436448904,0.0,0.5167550536512193,0.1057523193825206,0.37749262696626007,0.0,0.0,1.0,0.0
5783,0.0,0.6703055307550851,0.21653624611276956,0.11315822313214527,1.0,0.0,0.0,0.0,0.5462893094003789,0.3166755725851767,0.0,0.13703511801444446
5784,0.17082218084866674,0.6396181997839272,0.1130824275163004,0.07647719185110573,0.0,0.1612206882607,0.0,0.8387793117393,0.0,0.0,1.0,0.0
5785,0.0,0.0,1.0,0.0,0.45411555571855217,0.10718068326734718,0.43870376101410063,0.0,0.25,0.25,0.25,0.25
5786,0.0,0.9080393234601973,0.0,0.09196067653980271,0.18329945666499242,0.18766794055812408,0.0,0.6290326027768836,0.24409067539204163,0.0,0.7559093246079585,0.0
5787,0.583074837146303,0.359860407277799,0.05706475557589794,0.0,0.6870189145574724,0.05191667180844061,0.26106441363408694,0.0,0.0,0.6935288383829117,0.08104020880600352,0.2254309528110847
5788,0.0,0.799319698714776,0.07759091465970297,0.12308938662552102,0.5650742286157384,0.0,0.24293445614754133,0.19199131523672028,0.0,0.4394408550632892,0.3752115566722192,0.18534758826449155
5789,0.25,0.25,0.25,0.25,0.14722107609991394,0.66465635685816,0.16773707245068029,0.020385494591245737,0.0,0.0,0.8371628449858275,0.16283715501417254
5790,0.5686548004423704,0.0,0.4313451995576297,0.0,0.14221366215325315,0.3631658110198883,0.1177628390265443,0.37685768780031426,0.06155601953261288,0.28976835785048555,0.0,0.6486756226169016
5791,0.0,0.41258746129382456,0.468111226582071,0.11930131212410443,0.7754185553032086,0.2245814446967915,0.0,0.0,0.4330894777001115,0.13249206484548454,0.0013289797542922728,0.4330894777001115
5792,0.2557950423881506,0.25075947503277973,0.3418808489897571,0.15156463358931255,0.1511980975528732,0.2986890060376787,0.0,0.550112896409448,0.3058246382612552,0.3837947035434632,0.03537393948604629,0.27500671870923543
5793,0.3093701595244122,0.6906298404755878,0.0,0.0,0.0645075690984244,0.0,0.9354924309015756,0.0,0.0,0.0,1.0,0.0
5794,0.8064247697415862,0.0,0.19357523025841386,0.0,0.40453333636589206,0.0,0.5954666636341079,0.0,0.0,0.6367702348598014,0.3632297651401985,0.0
5795,0.14148876378529876,0.4427507384116496,0.41576049780305174,0.0,0.6407107155204863,0.0,0.2902630155298365,0.06902626894967707,0.0,0.23056691660144138,0.6091328182742516,0.16030026512430715
5796,0.21000150672039372,0.0,0.3545845473197925,0.43541394595981375,0.0,0.0,0.05643721223839525,0.9435627877616047,0.0,0.0,1.0,0.0
5797,0.7458869066557727,0.05114220231844565,0.20297089102578159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8555708135492653,0.14442918645073471
5798,0.0,0.06584614518150435,0.14865840557923735,0.7854954492392582,0.0,0.0,1.0,0.0,0.07475222314110513,0.0,0.0,0.9252477768588948
5799,0.47247255349059786,0.0,0.19367129007309716,0.3338561564363051,0.25,0.25,0.25,0.25,0.20179074757317583,0.0,0.6894227437425478,0.10878650868427647
5800,0.1996604819263066,0.6645859582533845,0.0,0.13575355982030887,0.0,0.9100913690251919,0.0,0.08990863097480808,0.3208498318522863,0.0,0.5537623570702742,0.1253878110774395
5801,0.25,0.25,0.25,0.25,0.16803094273397115,0.21531551123467702,0.2482204954910233,0.36843305054032854,0.0,0.0,0.15238885430221938,0.8476111456977806
5802,0.05514540752088311,0.0,0.9448545924791169,0.0,0.0,0.6264315048620601,0.0,0.37356849513793994,0.0,0.18324844581692562,0.5482049477840073,0.26854660639906697
5803,0.2395866410005483,0.10797451661726805,0.6524388423821836,0.0,0.5730353596955468,0.42696464030445314,0.0,0.0,0.6637090813393443,0.0,0.3362909186606556,0.0
5804,0.09149235434910569,0.3292025568579888,0.19657751123646308,0.3827275775564425,0.0,0.3479277227357639,0.0,0.652072277264236,0.0,0.13926603903580556,0.8607339609641945,0.0
5805,0.0,0.2356943634135889,0.7643056365864112,0.0,0.35598436113734855,0.01615558163543862,0.10438046453643801,0.5234795926907748,0.007706477240293148,0.0,0.4027800715003974,0.5895134512593094
5806,0.5905779925364211,0.0,0.40942200746357893,0.0,0.6305210451040947,0.0,0.04095034398351219,0.32852861091239305,0.5,0.0,0.0,0.5
5807,0.0,0.16479804377426846,0.32436044959387156,0.5108415066318599,0.0,0.0,0.0,1.0,0.12626312185630176,0.0037423142743894045,0.0,0.8699945638693087
5808,0.8725301196711788,0.0,0.1274698803288213,0.0,0.0,0.2894146248653471,0.0,0.7105853751346529,0.0,0.0,0.16797282963409094,0.832027170365909
5809,0.0,0.6451284673847268,0.3548715326152732,0.0,0.26257800952994914,0.0,0.5700590023158691,0.16736298815418163,0.254967702052062,0.0,0.745032297947938,0.0
5810,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5811,0.09805497420200479,0.8032830517618421,0.0,0.09866197403615305,0.020231700761019912,0.34271442291314796,0.6370538763258321,0.0,0.0,0.0,0.3544216058248258,0.6455783941751743
5812,0.0,0.0445882612517535,0.9554117387482464,0.0,0.0,0.18996340363657133,0.15588517411731992,0.6541514222461087,0.0,0.2500304571006404,0.0,0.7499695428993595
5813,0.0,0.628017037746491,0.0,0.3719829622535091,0.0,0.43204083267672616,0.5679591673232739,0.0,0.12280506340100082,0.010283651874109939,0.3857218322290195,0.48118945249586975
5814,0.3151050743218551,0.3151050743218551,0.3151050743218551,0.05468477703443478,0.0,0.0,0.0,1.0,0.0,0.15118740090555027,0.3728038459710907,0.476008753123359
5815,0.49544839663168805,0.504551603368312,0.0,0.0,1.0,0.0,0.0,0.0,0.42385806589498143,0.3499453184532667,0.11764993368908652,0.10854668196266533
5816,0.28073783339025327,0.0,0.5802160784316571,0.13904608817808972,0.09552058420758278,0.5213336837182084,0.2970441075672362,0.08610162450697252,0.04993031437866864,0.0,0.33471026766895645,0.6153594179523749
5817,0.0,0.0027800182194665695,0.35191915052067374,0.6453008312598597,0.17168056093890022,0.29566930098619765,0.0020606457081803,0.5305894923667219,0.149766828406444,0.0,0.0,0.8502331715935559
5818,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0,0.46745453657362573,0.0,0.5325454634263742,0.0
5819,0.0,0.8563259812953976,0.14367401870460242,0.0,0.0,0.28593009804925623,0.7140699019507438,0.0,0.0,0.0,0.6698750186411802,0.3301249813588198
5820,0.0,0.09900534153740081,0.0,0.9009946584625992,0.0,0.01714921913466322,0.0,0.9828507808653367,0.49685057668368415,0.0,0.0,0.5031494233163158
5821,0.6941717476524201,0.30582825234758,0.0,0.0,0.0,0.5606533668121461,0.0,0.43934663318785394,0.1757763314895329,0.3046989649135505,0.17525236783759895,0.34427233575931765
5822,0.4272906880484694,0.0,0.0,0.5727093119515305,0.0,0.7208549634639624,0.18808383179618335,0.09106120473985425,0.0,0.0,0.9608960953859478,0.03910390461405226
5823,0.3763567824365361,0.2292415347144844,0.0,0.3944016828489794,0.0,1.0,0.0,0.0,0.08422431266969253,0.3452940369051251,0.2278619905349005,0.34261965989028187
5824,0.8030493400596928,0.19695065994030725,0.0,0.0,0.4727357996674359,0.013810826381805717,0.5134533739507584,0.0,0.4043516409892455,0.0,0.5956483590107544,0.0
5825,0.0,0.7694253418386781,0.23057465816132203,0.0,0.0,0.19135043958430728,0.8086495604156927,0.0,0.0,0.20478103680480012,0.7952189631951998,0.0
5826,0.0,0.0,0.6494394961833531,0.3505605038166469,0.0,0.0,0.3731310523878509,0.6268689476121492,0.3777615617586449,0.23645975939402017,0.0,0.38577867884733485
5827,0.0,0.9203994907584256,0.0,0.07960050924157441,0.9376048660090327,0.0,0.0,0.062395133990967425,0.479047966652076,0.13722111366520123,0.09621154662942677,0.287519373053296
5828,0.0,0.0697510327510259,0.8200149889730625,0.11023397827591165,0.25353779674396715,0.29661255467515896,0.4498496485808739,0.0,0.25,0.25,0.25,0.25
5829,0.0,0.8337638816919938,0.0,0.16623611830800625,0.0,0.45100790651195305,0.0,0.5489920934880469,0.0,0.0,0.20300550965745742,0.7969944903425427
5830,0.3386774199125255,0.32264516017494904,0.0,0.3386774199125255,0.0,0.0,1.0,0.0,0.0,0.0,0.8833286999030221,0.11667130009697788
5831,0.0,1.0,0.0,0.0,0.16116533706570962,0.5522258119605882,0.2866088509737023,0.0,0.0,0.9172118835775389,0.08278811642246112,0.0
5832,0.0,0.6671059064155992,0.0,0.33289409358440086,0.0,0.5996669941490053,0.40033300585099457,0.0,1.0,0.0,0.0,0.0
5833,0.5786455967931856,0.0,0.15073773948895297,0.27061666371786147,0.3601860000493,0.2794697585772125,0.1437988232344885,0.21654541813899902,0.0,0.3647648938724052,0.6352351061275948,0.0
5834,0.45937810488322606,0.10486473939995611,0.0,0.4357571557168178,0.011835555355246191,0.36382432046099383,0.36382432046099383,0.2605158037227663,0.5839041033149379,0.0,0.0,0.416095896685062
5835,0.0,0.6667925478160849,0.0,0.33320745218391506,0.0,0.46790163371197613,0.0,0.532098366288024,0.25,0.25,0.25,0.25
5836,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5837,0.3018213527962895,0.056832877506375876,0.09530253066312276,0.5460432390342119,0.0,0.0,0.4613068245731655,0.5386931754268345,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
5838,0.5113258614955362,0.1791063096810611,0.0,0.3095678288234027,0.2754239462954043,0.23056126617969666,0.08948831230702299,0.4045264752178761,0.4244276701611567,0.4802023113720712,0.0,0.09537001846677204
5839,0.0,0.754060981406719,0.0,0.245939018593281,0.2974263893255235,0.3507952011673825,0.21950412840051192,0.13227428110658215,0.0,0.8906980120001929,0.0,0.10930198799980714
5840,0.5507311016768835,0.0,0.11013732657115846,0.33913157175195785,0.1103478553109043,0.3151374863068328,0.3302250058379323,0.2442896525443307,0.0,0.8536291666225234,0.0,0.14637083337747658
5841,0.7188984191101876,0.21341532215240147,0.06768625873741087,0.0,0.2005970147868979,0.19358799721874248,0.514957092716035,0.09085789527832472,0.25,0.25,0.25,0.25
5842,0.6419397476638836,0.2611355251800995,0.0,0.09692472715601674,0.8441573831702328,0.0,0.1558426168297671,0.0,0.10176037977896268,0.6972223471843843,0.0,0.2010172730366531
5843,0.37865398914351467,0.0,0.6213460108564853,0.0,0.25,0.25,0.25,0.25,0.0,0.2609901531103874,0.7390098468896126,0.0
5844,0.0,0.13220642646558076,0.5854409967122173,0.28235257682220194,0.1232833427539611,0.0,0.2721075683774035,0.6046090888686354,0.0,0.3280667772871558,0.19991077306901414,0.47202244964383
5845,0.0,0.0,0.6105783434688162,0.38942165653118377,0.25,0.25,0.25,0.25,0.0,0.303720525332336,0.17153576843138932,0.5247437062362748
5846,1.0,0.0,0.0,0.0,0.7032566227081408,0.08924819994953409,0.0,0.20749517734232514,0.2527284692230578,0.0,0.0,0.7472715307769422
5847,0.175665803171412,0.824334196828588,0.0,0.0,0.0,0.0,0.5993698899915109,0.400630110008489,0.08229301246761778,0.24460290919797134,0.6731040783344109,0.0
5848,0.4005791507107973,0.3668638764090055,0.22349626754806848,0.009060705332128794,0.43630700332587324,0.0,0.1830581093258363,0.3806348873482905,0.24901692302401573,0.3017089922949588,0.041068926496119894,0.4082051581849056
5849,0.056366433837299924,0.22173316920304248,0.5207164660151629,0.20118393094449477,0.0,0.32643712617924125,0.0,0.6735628738207587,0.4204822927630787,0.0,0.5795177072369214,0.0
5850,0.37410572606755765,0.6258942739324425,0.0,0.0,0.34604976243854313,0.31163650446801083,0.0,0.34231373309344604,0.0,0.7007552139019686,0.16174075734127508,0.13750402875675646
5851,0.7581349866931227,0.0,0.0,0.2418650133068773,0.13233852244536973,0.6615234604043696,0.0,0.2061380171502607,0.16716051087941386,0.0,0.69548536326776,0.13735412585282633
5852,0.5107713809304217,0.0,0.29474383019814493,0.1944847888714334,0.6046336280799414,0.1610593164937345,0.0,0.23430705542632418,0.7382814172841725,0.0,0.0,0.26171858271582754
5853,0.25,0.25,0.25,0.25,0.0,0.15940584948555447,0.8405941505144455,0.0,0.2870830678078815,0.37726082039090725,0.21271846997819743,0.12293764182301384
5854,0.0,0.0,0.4899838774531373,0.5100161225468627,0.11202976602255377,0.0,0.5704591748286688,0.3175110591487773,0.0,0.05241035469527052,0.8913293904960119,0.056260254808717526
5855,0.12690421689873946,0.0,0.6099652777345766,0.263130505366684,0.42163885041573695,0.578361149584263,0.0,0.0,0.0,0.6716576272429493,0.0,0.3283423727570507
5856,0.39367275905094234,0.0,0.6063272409490578,0.0,0.25,0.25,0.25,0.25,0.04361007231344325,0.0663317039216318,0.5259735943437924,0.3640846294211326
5857,0.0,0.18101016800862238,0.0,0.8189898319913776,0.0,0.0,0.0,1.0,0.0,0.006068788445202368,0.41929788916314076,0.5746333223916569
5858,1.0,0.0,0.0,0.0,0.0017424910671908697,0.016223524642755005,0.11020030713513239,0.8718336771549218,0.0,0.15066251278568643,0.6907060588728192,0.15863142834149424
5859,0.02985685211209511,0.7390187355137317,0.0,0.23112441237417333,0.0,0.1881946537900936,0.0,0.8118053462099064,0.0,0.0,0.014216215491408769,0.9857837845085913
5860,0.0,0.5794655352632964,0.0,0.42053446473670375,0.0,0.0,0.8780115977636307,0.12198840223636932,0.0,0.0,0.0,1.0
5861,0.12312802931188466,0.5756907512070044,0.30118121948111093,0.0,0.7349638895825773,0.18370137230880584,0.0,0.08133473810861684,0.1136731351970114,0.3800641974963123,0.32123029246392726,0.18503237484274912
5862,0.0030464885214173047,0.6505124658059332,0.34644104567264944,0.0,0.0,0.18625359018964735,0.0,0.8137464098103526,0.45454099220716027,0.4454872238633715,0.0,0.09997178392946839
5863,0.0,0.0,1.0,0.0,0.0,0.31123843106637394,0.0,0.6887615689336261,0.0,0.0,0.0,1.0
5864,0.49098320701977255,0.455038452689704,0.0,0.053978340290523355,0.0,0.0,0.5,0.5,0.08848521654247009,0.0,0.9115147834575298,0.0
5865,0.9431135521287237,0.0,0.0,0.05688644787127618,0.25,0.25,0.25,0.25,0.7111229874468432,0.0,0.0,0.28887701255315684
5866,0.739144241624717,0.0,0.0,0.260855758375283,0.2570153959348183,0.0,0.12708559884417706,0.6158990052210046,0.29903105898039,0.0,0.0,0.70096894101961
5867,0.5108355272258501,0.21012307130617028,0.0,0.27904140146797957,0.0,0.0,1.0,0.0,0.0,0.3527191898378864,0.4979305885576675,0.14935022160444608
5868,0.0,0.04395965935103812,0.9560403406489619,0.0,0.09228615389112085,0.0,0.0,0.9077138461088792,0.0,0.0,0.0,1.0
5869,0.25427827509693346,0.6342533402781532,0.0016282322758096022,0.10984015234910381,0.06105063159394145,0.5443575069410583,0.17303790850458922,0.22155395296041086,0.25,0.25,0.25,0.25
5870,0.0,0.5968385196338222,0.389154615945642,0.014006864420535784,0.0,0.03936255490681398,0.8841712835849195,0.07646616150826659,0.0,0.49567204779595275,0.5043279522040471,0.0
5871,0.4041601992367113,0.39609051038921267,0.199749290374076,0.0,0.7547996318782908,0.0,0.2452003681217092,0.0,0.1970302447837919,0.43037778268475857,0.37259197253144954,0.0
